Locus_tag	Orig_Location	Orig_Num_Transcripts	Contig:start-end	Strand	Gene_Length	Num_Transcripts	mRNA_AED	CDS_AED	Description
I1I15_004919	contig2:5959784-5963266	1	contig2:5959696-5963630	+	3934	1	0.058	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004920	contig2:5963844-5965436	1	contig2:5963684-5965672	-	1988	1	0.103	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004921	contig2:5965838-5973484	1	contig2:5965673-5974044	-	8371	2	0.007	0.002	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 92%, 99%]
I1I15_004922	contig2:5975425-5980690	1	contig2:5975370-5980690	+	5320	1	0.005	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_004923	contig2:5981221-5984151	1	contig2:5981221-5984151	+	2930	1	0.000	0.000	no change
I1I15_004924	contig2:5987189-5989298	1	contig2:5987189-5989298	+	2109	1	0.000	0.000	no change
I1I15_004925	contig2:5990262-5991150	1	contig2:5990262-5991150	-	888	1	0.000	0.000	no change
I1I15_004926	contig2:5991915-5995666	1	contig2:5991915-5995666	+	3751	1	0.000	0.000	no change
I1I15_004927	contig2:5996438-5997020	1	contig2:5996438-5997020	-	582	1	0.000	0.000	no change
I1I15_004928	contig2:5997442-5998941	1	contig2:5997442-5998941	+	1499	1	0.000	0.000	no change
I1I15_004929	contig2:5999491-5999685	1	contig2:5999491-5999685	-	194	1	0.000	0.000	no change
I1I15_004930	contig2:5999736-6000332	1	contig2:5999736-6000332	-	596	1	0.000	0.000	no change
I1I15_004931	contig2:6001506-6003254	1	contig2:6001506-6003254	-	1748	1	0.000	0.000	no change
I1I15_004932	contig2:6019142-6020311	1	contig2:6018272-6020453	+	2181	1	0.232	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004933	contig2:6020758-6022198	1	contig2:6020758-6022198	+	1440	1	0.000	0.000	no change
I1I15_004934	contig2:6022569-6023968	1	contig2:6022569-6023968	+	1399	1	0.000	0.000	no change
I1I15_004935	contig2:6024333-6025237	1	contig2:6024333-6025237	+	904	1	0.000	0.000	no change
I1I15_004936	contig2:6025959-6026573	1	contig2:6025959-6026573	+	614	1	0.000	0.000	no change
I1I15_004937	contig2:6026748-6028076	1	contig2:6026748-6028076	-	1328	1	0.000	0.000	no change
I1I15_004938	contig2:6028306-6029271	1	contig2:6028171-6029582	+	1411	1	0.196	0.061	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 91%]
I1I15_004939	contig2:6029944-6031532	1	contig2:6029944-6031532	+	1588	1	0.000	0.000	no change
I1I15_004940	contig2:6031896-6032591	1	contig2:6031896-6032591	-	695	1	0.000	0.000	no change
I1I15_004941	contig2:6033178-6035262	1	contig2:6033178-6035262	+	2084	1	0.000	0.000	no change
I1I15_004942	contig2:6035490-6037370	1	contig2:6035490-6037370	-	1880	1	0.000	0.000	no change
I1I15_004943	contig2:6037812-6039503	1	contig2:6037812-6039503	+	1691	1	0.000	0.000	no change
I1I15_004944	contig2:6040631-6041755	1	contig2:6040631-6041755	-	1124	1	0.000	0.000	no change
I1I15_004945	contig2:6044367-6045020	1	contig2:6044367-6045020	-	653	1	0.000	0.000	no change
I1I15_004946	contig2:6045567-6046589	1	contig2:6045567-6046589	-	1022	1	0.000	0.000	no change
I1I15_004947	contig2:6047238-6048362	1	contig2:6047238-6048362	-	1124	1	0.000	0.000	no change
I1I15_004948	contig2:6048603-6049166	1	contig2:6048603-6049166	-	563	1	0.000	0.000	no change
I1I15_004949	contig2:6050147-6051326	1	contig2:6049856-6051581	-	1725	1	0.153	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004950	contig2:6051709-6053865	1	contig2:6051709-6053865	+	2156	1	0.000	0.000	no change
I1I15_004951	contig2:6054074-6054628	1	contig2:6054074-6054628	-	554	1	0.000	0.000	no change
I1I15_004952	contig2:6055486-6057268	1	contig2:6055486-6057345	-	1859	1	0.022	0.004	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 99%]
I1I15_004953	contig2:6057899-6060020	1	contig2:6057327-6060562	-	3235	2	0.088	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004954	contig2:6060913-6061173	1	contig2:6060913-6061173	-	260	1	0.000	0.000	no change
I1I15_004955	contig2:6062244-6063143	1	contig2:6062244-6063143	+	899	1	0.000	0.000	no change
I1I15_004956	contig2:6063631-6064101	1	contig2:6063631-6064101	-	470	1	0.000	0.000	no change
I1I15_004957	contig2:6066260-6068006	1	contig2:6066260-6068006	-	1746	1	0.000	0.000	no change
I1I15_004958	contig2:6070856-6073912	1	contig2:6070856-6073912	+	3056	1	0.000	0.000	no change
I1I15_004959	contig2:6077168-6077569	1	contig2:6077134-6078504	+	1370	1	0.354	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004960	contig2:6079324-6080523	1	contig2:6079324-6080523	+	1199	1	0.000	0.000	no change
I1I15_004961	contig2:6083002-6084021	1	contig2:6083002-6084021	+	1019	1	0.000	0.000	no change
I1I15_004962	contig2:6086228-6086605	1	contig2:6086228-6086605	+	377	1	0.000	0.000	no change
I1I15_004963	contig2:6086665-6088217	1	contig2:6086665-6088217	+	1552	1	0.000	0.000	no change
I1I15_004964	contig2:6088839-6090853	1	contig2:6088839-6090853	-	2014	1	0.000	0.000	no change
I1I15_004965	contig2:6091711-6094125	1	contig2:6091711-6094125	-	2414	1	0.000	0.000	no change
I1I15_004966	contig2:6096171-6097658	1	contig2:6096171-6097658	+	1487	1	0.000	0.000	no change
I1I15_004967	contig2:6098134-6098586	1	contig2:6098134-6098586	-	452	1	0.000	0.000	no change
I1I15_004968	contig2:6099269-6100018	1	contig2:6099269-6100018	+	749	1	0.000	0.000	no change
I1I15_004969	contig2:6101074-6101506	1	contig2:6101074-6101506	+	432	1	0.000	0.000	no change
I1I15_004970	contig2:6101960-6102991	1	contig2:6101960-6102991	+	1031	1	0.000	0.000	no change
I1I15_004971	contig2:6103224-6104295	1	contig2:6103224-6104295	-	1071	1	0.000	0.000	no change
I1I15_004972	contig2:6105261-6107564	1	contig2:6105261-6107564	+	2303	1	0.000	0.000	no change
I1I15_004973	contig2:6108802-6110955	1	contig2:6108802-6110955	+	2153	1	0.000	0.000	no change
I1I15_004974	contig2:6111795-6113462	1	contig2:6111795-6113462	-	1667	1	0.000	0.000	no change
I1I15_004975	contig2:6114016-6115542	1	contig2:6113854-6116449	-	2595	1	0.200	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004976	contig2:6116493-6118502	1	contig2:6116493-6118502	+	2009	1	0.000	0.000	no change
I1I15_004977	contig2:6119477-6121895	1	contig2:6119477-6121895	+	2418	1	0.000	0.000	no change
I1I15_004978	contig2:6122658-6125199	1	contig2:6122658-6125199	+	2541	1	0.000	0.000	no change
I1I15_004979	contig2:6125389-6126337	1	contig2:6125389-6126337	+	948	1	0.000	0.000	no change
I1I15_004980	contig2:6127522-6129366	1	contig2:6127129-6129551	-	2422	1	0.132	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004981	contig2:6130360-6131018	1	contig2:6130360-6131166	-	806	1	0.066	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_004982	contig2:6133042-6134239	1	contig2:6133042-6134239	+	1197	1	0.000	0.000	no change
I1I15_004983	contig2:6134425-6135974	1	contig2:6134425-6135974	-	1549	1	0.000	0.000	no change
I1I15_004984	contig2:6137315-6137416	1	contig2:6137315-6137416	-	101	1	0.000	0.000	no change
I1I15_004985	contig2:6137532-6139454	1	contig2:6137532-6139454	-	1922	1	0.000	0.000	no change
I1I15_004986	contig2:6140409-6141640	1	contig2:6140409-6141640	-	1231	1	0.000	0.000	no change
I1I15_004987	contig2:6142413-6143841	1	contig2:6142249-6143873	+	1624	1	0.065	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004988	contig2:6145326-6145931	1	contig2:6145326-6145931	-	605	1	0.000	0.000	no change
I1I15_004989	contig2:6147332-6149136	1	contig2:6147332-6149136	+	1804	1	0.000	0.000	no change
I1I15_004990	contig2:6150952-6152752	1	contig2:6150952-6152752	+	1800	1	0.000	0.000	no change
I1I15_004991	contig2:6154869-6161171	1	contig2:6154869-6161171	-	6302	1	0.000	0.000	no change
I1I15_004992	contig2:6162399-6162947	1	contig2:6162399-6162947	-	548	1	0.000	0.000	no change
I1I15_004993	contig2:6163638-6165036	1	contig2:6163638-6165036	+	1398	1	0.000	0.000	no change
I1I15_004994	contig2:6167686-6168819	1	contig2:6167276-6168903	+	1627	1	0.160	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_004995	contig2:6168992-6170212	1	contig2:6168992-6170212	-	1220	1	0.000	0.000	no change
I1I15_004996	contig2:6170909-6173005	1	contig2:6170909-6173005	-	2096	1	0.000	0.000	no change
I1I15_004997	contig2:6176583-6177026	1	contig2:6176583-6177026	+	443	1	0.000	0.000	no change
I1I15_004998	contig2:6177772-6179343	1	contig2:6177772-6179343	+	1571	1	0.000	0.000	no change
I1I15_004999	contig2:6179429-6180591	1	contig2:6179429-6180591	-	1162	1	0.000	0.000	no change
I1I15_005000	contig2:6181359-6182457	1	contig2:6181359-6182457	-	1098	1	0.000	0.000	no change
I1I15_005001	contig2:6183344-6184024	1	contig2:6183344-6184024	+	680	1	0.000	0.000	no change
I1I15_005002	contig2:6185113-6186131	1	contig2:6185113-6186131	+	1018	1	0.000	0.000	no change
I1I15_005003	contig2:6186663-6191867	1	contig2:6186663-6191867	+	5204	1	0.000	0.000	no change
I1I15_005004	contig3:17212-18225	1	contig3:17212-18225	-	1013	1	0.000	0.000	no change
I1I15_005005	contig3:19836-21202	1	contig3:19836-21202	-	1366	1	0.000	0.000	no change
I1I15_005006	contig3:22529-23296	1	contig3:22529-23296	-	767	1	0.000	0.000	no change
I1I15_005007	contig3:25267-26018	1	contig3:25267-26018	+	751	1	0.000	0.000	no change
I1I15_005008	contig3:26394-28430	1	contig3:26394-28430	-	2036	1	0.000	0.000	no change
I1I15_005009	contig3:29031-30656	1	contig3:29031-30656	-	1625	1	0.000	0.000	no change
I1I15_005010	contig3:31835-33439	1	contig3:31835-33439	+	1604	1	0.000	0.000	no change
I1I15_005011	contig3:34101-35258	1	contig3:34101-35258	-	1157	1	0.000	0.000	no change
I1I15_005012	contig3:40133-42049	1	contig3:40062-42049	+	1987	1	0.018	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_005013	contig3:42982-45269	1	contig3:42982-45269	-	2287	1	0.000	0.000	no change
I1I15_005014	contig3:46350-46964	1	contig3:46350-46964	-	614	1	0.000	0.000	no change
I1I15_005015	contig3:48128-48331	1	contig3:48128-48331	-	203	1	0.000	0.000	no change
I1I15_005016	contig3:48815-49348	1	contig3:48815-49348	-	533	1	0.000	0.000	no change
I1I15_005017	contig3:50835-51282	1	contig3:50835-51282	-	447	1	0.000	0.000	no change
I1I15_005018	contig3:51323-52989	1	contig3:51323-52989	-	1666	1	0.000	0.000	no change
I1I15_005019	contig3:53496-54598	1	contig3:53354-54692	+	1338	1	0.093	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005020	contig3:54918-56048	1	contig3:54693-56244	-	1551	1	0.157	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005021	contig3:56551-57404	1	contig3:56551-57404	+	853	1	0.000	0.000	no change
I1I15_005022	contig3:57767-61564	1	contig3:57767-61564	-	3797	1	0.000	0.000	no change
I1I15_005023	contig3:61946-63664	1	contig3:61946-63664	+	1718	1	0.000	0.000	no change
I1I15_005024	contig3:64576-66237	1	contig3:64576-66237	-	1661	1	0.000	0.000	no change
I1I15_005025	contig3:67603-69793	1	contig3:67603-69793	+	2190	1	0.000	0.000	no change
I1I15_005026	contig3:70401-72634	1	contig3:70401-72634	-	2233	1	0.000	0.000	no change
I1I15_005027	contig3:72996-79621	1	contig3:72810-79621	-	6811	1	0.016	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_005028	contig3:80019-80660	1	contig3:79883-80886	+	1003	1	0.180	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005029	contig3:81864-83087	1	contig3:80837-83185	+	2348	1	0.252	0.051	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 90%]
I1I15_005030	contig3:83371-84051	1	contig3:83371-84051	-	680	1	0.000	0.000	no change
I1I15_005031	contig3:85296-89805	1	contig3:85296-89805	-	4509	1	0.000	0.000	no change
I1I15_005032	contig3:91424-92364	1	contig3:91424-92731	+	1307	1	0.236	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_005033	contig3:92747-94504	1	contig3:92747-94504	-	1757	1	0.000	0.000	no change
I1I15_005034	contig3:95308-96648	1	contig3:95308-96648	-	1340	1	0.000	0.000	no change
I1I15_005035	contig3:97139-98707	1	contig3:97139-98707	-	1568	1	0.000	0.000	no change
I1I15_005036	contig3:99355-100570	1	contig3:99355-100570	+	1215	1	0.000	0.000	no change
I1I15_005037	contig3:100943-102182	1	contig3:100943-102182	+	1239	1	0.000	0.000	no change
I1I15_005038	contig3:103337-110095	1	contig3:103337-110121	+	6784	1	0.002	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_005039	contig3:112671-112994	1	contig3:112671-112994	+	323	1	0.000	0.000	no change
I1I15_005040	contig3:113805-115025	1	contig3:113805-115025	-	1220	1	0.000	0.000	no change
I1I15_005041	contig3:115680-115947	1	contig3:115680-115947	-	267	1	0.000	0.000	no change
I1I15_005042	contig3:116064-116503	1	contig3:116064-116503	-	439	1	0.000	0.000	no change
I1I15_005043	contig3:116565-117548	1	contig3:116565-117908	-	1343	1	0.134	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_005044	contig3:118039-119888	1	contig3:118039-119888	+	1849	1	0.000	0.000	no change
I1I15_005045	contig3:120972-122409	1	contig3:120972-122409	+	1437	1	0.000	0.000	no change
I1I15_005046	contig3:122497-123606	1	contig3:122497-123606	-	1109	1	0.000	0.000	no change
I1I15_005047	contig3:124378-126081	1	contig3:124378-126081	-	1703	1	0.000	0.000	no change
I1I15_005048	contig3:126301-127684	1	contig3:126192-127808	-	1616	2	0.042	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005049	contig3:127975-128507	1	contig3:127975-128507	+	532	1	0.000	0.000	no change
I1I15_005050	contig3:129006-131231	1	contig3:129006-131231	-	2225	1	0.000	0.000	no change
I1I15_005051	contig3:132821-134176	1	contig3:132821-134176	+	1355	1	0.000	0.000	no change
I1I15_005052	contig3:139085-139661	1	contig3:139085-139661	+	576	1	0.000	0.000	no change
I1I15_005053	contig3:141161-141721	1	contig3:141161-141721	-	560	1	0.000	0.000	no change
I1I15_005054	contig3:143393-143971	1	contig3:143393-143971	-	578	1	0.000	0.000	no change
I1I15_005055	contig3:144962-145068	1	contig3:144962-145068	+	106	1	0.000	0.000	no change
I1I15_005056	contig3:145376-148773	1	contig3:145376-148773	-	3397	1	0.000	0.000	no change
I1I15_005057	contig3:149839-151589	1	contig3:149839-151589	-	1750	1	0.000	0.000	no change
I1I15_005058	contig3:152383-154263	1	contig3:151814-154263	+	2449	2	0.059	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_005059	contig3:154803-156140	1	contig3:154803-156140	+	1337	1	0.000	0.000	no change
I1I15_005060	contig3:160238-162041	1	contig3:160238-162041	+	1803	1	0.000	0.000	no change
I1I15_005061	contig3:163898-165865	1	contig3:163898-165865	-	1967	1	0.000	0.000	no change
I1I15_005062	contig3:166663-167216	1	contig3:166663-167216	+	553	1	0.000	0.000	no change
I1I15_005063	contig3:168388-169248	1	contig3:168388-169248	+	860	1	0.000	0.000	no change
I1I15_005064	contig3:170192-170623	1	contig3:170192-170623	+	431	1	0.000	0.000	no change
I1I15_005065	contig3:170833-171183	1	contig3:170833-171183	+	350	1	0.000	0.000	no change
I1I15_005066	contig3:171515-171910	1	contig3:171505-171996	+	491	1	0.129	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005067	contig3:172348-172649	1	contig3:172348-172649	+	301	1	0.000	0.000	no change
I1I15_005068	contig3:175172-175909	1	contig3:175172-175909	+	737	1	0.000	0.000	no change
I1I15_005069	contig3:176521-177243	1	contig3:176521-177243	+	722	1	0.000	0.000	no change
I1I15_005070	contig3:177733-178845	1	contig3:177733-178845	-	1112	1	0.000	0.000	no change
I1I15_005071	contig3:179624-181060	1	contig3:179624-181060	+	1436	1	0.000	0.000	no change
I1I15_005072	contig3:182041-182508	1	contig3:182041-182508	+	467	1	0.000	0.000	no change
I1I15_005073	contig3:192635-194743	1	contig3:192635-194743	+	2108	1	0.000	0.000	no change
I1I15_005074	contig3:196621-196785	1	contig3:196621-196785	+	164	1	0.000	0.000	no change
I1I15_005075	contig3:197644-199183	1	contig3:197644-199183	+	1539	1	0.000	0.000	no change
I1I15_005076	contig3:200177-202714	1	contig3:200177-202714	+	2537	1	0.000	0.000	no change
I1I15_005077	contig3:203275-204803	1	contig3:203275-204803	+	1528	1	0.000	0.000	no change
I1I15_005078	contig3:206987-207610	1	contig3:206987-207610	+	623	1	0.000	0.000	no change
I1I15_005079	contig3:209965-211952	1	contig3:209965-211952	-	1987	1	0.000	0.000	no change
I1I15_005080	contig3:213122-214018	1	contig3:213122-214018	+	896	1	0.000	0.000	no change
I1I15_005081	contig3:217102-217446	1	contig3:217102-217446	+	344	1	0.000	0.000	no change
I1I15_005082	contig3:217899-221246	1	contig3:217899-221246	-	3347	1	0.000	0.000	no change
I1I15_005083	contig3:225576-226523	1	contig3:225576-226523	-	947	1	0.000	0.000	no change
I1I15_005084	contig3:228704-229538	1	contig3:228704-229538	-	834	1	0.000	0.000	no change
I1I15_005085	contig3:232436-233728	1	contig3:232436-233728	+	1292	1	0.000	0.000	no change
I1I15_005086	contig3:236475-240248	1	contig3:236475-240248	+	3773	1	0.000	0.000	no change
I1I15_005087	contig3:240669-242222	1	contig3:240669-242222	+	1553	1	0.000	0.000	no change
I1I15_005088	contig3:257110-258317	1	contig3:257110-258317	+	1207	1	0.000	0.000	no change
I1I15_005089	contig3:260268-261837	1	contig3:260268-261837	+	1569	1	0.000	0.000	no change
I1I15_005090	contig3:262063-263398	1	contig3:262063-263398	-	1335	1	0.000	0.000	no change
I1I15_005091	contig3:263871-266202	1	contig3:263837-266435	+	2598	2	0.029	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_005092	contig3:266517-269819	1	contig3:266517-269920	-	3403	1	0.016	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_005093	contig3:270372-271901	1	contig3:270372-271901	+	1529	1	0.000	0.000	no change
I1I15_005094	contig3:272188-273439	1	contig3:272188-273439	-	1251	1	0.000	0.000	no change
I1I15_005095	contig3:273869-275437	1	contig3:273869-275437	+	1568	1	0.000	0.000	no change
I1I15_005096	contig3:276793-277311	1	contig3:276793-277311	-	518	1	0.000	0.000	no change
I1I15_005097	contig3:278228-279682	1	contig3:278228-279682	-	1454	1	0.000	0.000	no change
I1I15_005098	contig3:280821-282259	1	contig3:280821-282259	-	1438	1	0.000	0.000	no change
I1I15_005099	contig3:282917-283936	1	contig3:282917-283936	-	1019	1	0.000	0.000	no change
I1I15_005100	contig3:284020-284214	1	contig3:284020-284214	-	194	1	0.000	0.000	no change
I1I15_005101	contig3:284578-285630	1	contig3:284578-285630	+	1052	1	0.000	0.000	no change
I1I15_005102	contig3:285874-288553	1	contig3:285874-288553	-	2679	1	0.000	0.000	no change
I1I15_005103	contig3:290581-291868	1	contig3:290581-291868	-	1287	1	0.000	0.000	no change
I1I15_005104	contig3:292332-294252	1	contig3:292332-294252	-	1920	1	0.000	0.000	no change
I1I15_005105	contig3:294965-296026	1	contig3:294965-296026	-	1061	1	0.000	0.000	no change
I1I15_005106	contig3:297240-299233	1	contig3:296892-299603	-	2711	1	0.146	0.003	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 99%]
I1I15_005107	contig3:299920-302138	1	contig3:299920-302138	+	2218	1	0.000	0.000	no change
I1I15_005108	contig3:302388-303875	1	contig3:302388-303875	-	1487	1	0.000	0.000	no change
I1I15_005109	contig3:304116-304217	1	contig3:304116-304217	+	101	1	0.000	0.000	no change
I1I15_005110	contig3:305348-305461	1	contig3:305348-305461	+	113	1	0.000	0.000	no change
I1I15_005111	contig3:309287-309401	1	contig3:309287-309401	-	114	1	0.000	0.000	no change
